SIGNAL_ID,CROSS_NM,SIGNAL_GROUP,SHAPE
563101246,미래부동산삼거리,6,127.350136,36.360573
563101269,충대농대삼거리,6,127.355865,36.361214
563101270,다솔APT삼거리,6,127.347603,36.361332
563101296,유성구청네거리,6,127.357628,36.36198
563101305,황실(단),33,127.369829,36.362266
563101308,남선중삼거리,33,127.371475,36.362263
563101330,과기원(단),,127.359482,36.363052
563101385,카이스트동문삼거리(구 과기대4),17,127.367683,36.37257
563101387,조폐공사삼거리,17,127.365948,36.375236
563101389,생명공학연구원네거리,17,127.361346,36.376688
563101393,항공우주연구원삼거리,17,127.357362,36.379051
563101415,KT&G중앙연구원삼거리,17,127.346848,36.384308
563101417,한울APT삼거리,17,127.348297,36.384533
563101420,신성대림APT삼거리,17,127.350677,36.384888
563101421,한국화학연구소삼거리,17,127.360161,36.385017
563101422,한국화학연구소삼거리,17,127.359161,36.385189
563101468,대덕대삼거리,,127.362329,36.390381
563101477,반석마을4단지네거리,,127.309196,36.390903
563101494,기계연구원네거리,16,127.356125,36.395512
563101499,충렬사삼거리,16,127.355278,36.397312
563101573,월평초교(단),59,127.357162,36.355556
563101577,자운대삼거리,,127.34861,36.395405
563101578,군수지원단네거리,128,127.345958,36.401611
563101579,지형정보단네거리,128,127.345976,36.407035
563101580,자운중(단),,127.337219,36.407024
563101587,교육사령부네거리,,127.346001,36.4128
563101612,현충원역삼거리,2,127.317818,36.359421
563101613,현충원삼거리,2,127.299179,36.360371
563101626,노은중삼거리,76,127.323433,36.369526
563101627,노은초교삼거리,158,127.320435,36.369526
563101628,노은고교네거리,76,127.317879,36.369534
563101631,근린공원삼거리,76,127.323456,36.372177
563101632,열매마을네거리,76,127.317879,36.3722
563101635,지족네거리,76,127.317894,36.375957
563101637,노은삼부네거리,76,127.317902,36.378422
563101639,지족초교네거리,76,127.318428,36.380901
563101642,콜센터네거리,76,127.319389,36.382626
563101657,노은농수산네거리,,127.321251,36.364105
563101668,장대신성APT네거리,161,127.336639,36.362026
563101676,유성대교삼거리,64,127.349884,36.358425
563101677,유성천네거리,64,127.347214,36.358833
563101717,인삼연초삼거리,17,127.346107,36.384201
563101773,송림마을5단지네거리,70,127.331284,36.390968
563101775,송림초교네거리,172,127.331169,36.389133
563101816,롯데APT삼거리,29,127.366631,36.33828
563101818,롯데APT삼거리,29,127.366661,36.337139
563101899,갈마APT네거리,29,127.367958,36.342972
563101950,카이스트동문삼거리(구 과기대4),17,127.367363,36.373493
563102106,장대초교(단),64,127.337791,36.361511
563102181,차량등록노은분소네거리,76,127.32251,36.365234
563102182,노은농수산삼거리,,127.319336,36.363281
563102406,신성삼거리,16,127.348137,36.391621
563102464,송림마을3단지네거리,30,127.324059,36.390701
563102474,반석마을2단지(단),75,127.314682,36.387249
563102488,오토월드(단),56,127.321526,36.342941
563102725,지족초교네거리,76,127.317947,36.379757
563102922,상지초교네거리,76,127.322685,36.375961
563102972,근린공원삼거리,76,127.321732,36.372177
563103037,아래터울마을(단),70,127.339867,36.384666
563103163,갈마APT네거리,29,127.366638,36.341946
563103259,온천주유소(단),2,127.308372,36.359596
563103266,봉명네거리,28,127.336746,36.355057
563103280,자운초교삼거리,,127.33725,36.412815
563103297,학하삼거리,113,127.314804,36.337486
563103327,복용승마장삼거리,2,127.30481,36.357048
563103332,덕명7번교차로4,2,127.305847,36.357349
563103340,원신흥네거리,125,127.344208,36.341812
563103431,유성중(단),107,127.335602,36.34721
563103434,도안목련네거리,102,127.331022,36.346956
563103440,네오미아삼거리,2,127.30088,36.358894
563103441,덕송초교삼거리,2,127.300865,36.360367
563103448,당산네거리,,127.300079,36.347424
563103450,학하지구(13번4),,127.30764,36.337284
563103457,학하오투그란데사거리,,127.303886,36.342743
563103459,호산네거리,113,127.309402,36.340031
563103460,학무정네거리,113,127.311852,36.339024
563103595,도안2단지(단),108,127.344355,36.351017
563103606,도안고교삼거리,125,127.338226,36.338207
563103607,대전체고네거리,125,127.344925,36.338459
563103619,대전체고(단),125,127.342125,36.338203
563103625,유성중삼거리,107,127.335617,36.345867
563103631,휴먼시아4단지(단),,127.337425,36.345871
563103637,도안6단지(단),108,127.344208,36.347164
563103639,도안9단지네거리,111,127.33564,36.342987
563103640,상원삼거리,102,127.332535,36.342964
563103667,수통골(단),113,127.298347,36.348438
563103677,덕명중(단),,127.301605,36.345757
563103686,복용네거리,113,127.310921,36.345554
563103688,학하지구(10번3),,127.311279,36.343159
563103689,학하지구(11번4),,127.313843,36.342125
563103803,통미삼거리,,127.307289,36.390476
563103804,노은4지구입구(단),,127.307594,36.389736
563103805,고래들네거리,,127.308472,36.38765
563104201,박산네거리,113,127.318069,36.342869
563104210,봉명초교(단),108,127.344223,36.349949
563104229,덕명5번교차로삼거리,2,127.307167,36.357319
563104262,원신흥초교(단),125,127.344521,36.340176
563104357,덕명지구8번(단),2,127.308861,36.356419
563104376,네오미아(단),2,127.301697,36.358505
563104445,현충원후문삼거리,,127.307297,36.372036
563104447,노은3지구S14삼거리,,127.305962,36.377819
563104448,도리미삼거리,,127.302368,36.377831
563104449,덕산삼거리,,127.304756,36.374783
563104472,수통골삼거리,2,127.296463,36.349026
563104513,노은3지구주민센터(단),,127.308502,36.386585
563104520,말고개삼거리,,127.302315,36.381523
563104521,노은3지구7단지삼거리,,127.305977,36.381523
563104522,노은3지구3단지(단),,127.303772,36.377831
563104525,노은3지구4단지(단),,127.304665,36.377827
563104611,해랑숲5단지네거리,,127.303879,36.385597
563104613,해랑숲5단지(단),120,127.305588,36.386639
563105132,해랑숲근린공원삼거리,,127.302902,36.384502
563105198,노은4지구1단지(단),,127.302971,36.388695
563105582,패션월드삼거리,133,127.353973,36.351322
563106333,노은4지구2단지(단),,127.305031,36.389141
563106336,노은4지구1단지(단),,127.303215,36.387577
563106377,해랑숲6단지(단),,127.308289,36.385223
563106384,죽동문화센터네거리,100,127.334312,36.369579
563106387,보훈요양원삼거리,100,127.34025,36.375547
563106389,죽동한국타이어네거리,100,127.338403,36.37637
563106393,죽동예미지(단),100,127.337479,36.368763
563106395,죽동초교네거리,100,127.334969,36.371151
563106396,서진프라자네거리,100,127.338158,36.370422
563106399,죽동5단지(단),100,127.33522,36.372299
563106407,죽동푸르지오삼거리,100,127.338432,36.372955
563106421,죽동문화센터(단),100,127.3358,36.369186
563106422,죽동초교(단),100,127.336479,36.370808
563106425,죽동문화센터(단),100,127.336136,36.369995
563106861,도안5단지(단),107,127.335625,36.344685
563106865,말고개(단),,127.303116,36.381523
563106868,노은3지구7단지(단),,127.304573,36.381519
563106941,충렬사네거리,16,127.353188,36.39592
563106948,신성근린공원네거리,16,127.354179,36.394951
563106956,한수원연구원(단),16,127.36348,36.400818
563106962,방현삼거리,16,127.36676,36.404976
563106982,도안9단지삼거리,102,127.332527,36.34079
563107100,덕산근린공원(단),,127.305473,36.375469
563107544,노은3지구S15(단),,127.305977,36.379395
563107549,새미래초교(단),,127.30233,36.37962
563107619,원자력안전기술원삼거리(구 과기대4_연),17,127.367165,36.373905
563107731,죽동한국타이어삼거리,,127.338959,36.378304
563107914,영무예다음삼거리,,127.305954,36.373875
563108421,고래들(단),123,127.306999,36.387135
563108422,카이스트동문삼거리(구 과기대4),17,127.366699,36.374619
563109310,군수사령부삼거리,,127.304459,36.390022
563109474,한밭대(단),2,127.296936,36.350037
563109482,노은역(단),76,127.317886,36.374229
563109483,하기초교(단),30,127.323074,36.389229
563109547,은뜰(단),33,127.364548,36.359858
563109555,상대근린공원삼거리,102,127.331299,36.34481
563109568,노은중(단),76,127.323448,36.370968
563200363,60번교차로네거리,11,127.255805,36.498736
563200389,SCU23010,20,127.251358,36.476398
563200390,2-62번네거리,,127.253494,36.481606
563200397,63번교차로네거리,11,127.249202,36.499173
563200474,29번교차로네거리,2,127.26297,36.501728
563200480,11번교차로네거리,2,127.261754,36.493912
563200483,12번교차로네거리,2,127.263596,36.496696
563200484,10번교차로네거리,2,127.262618,36.493649
563200485,39번교차로네거리,3,127.268044,36.493729
563200487,38번교차로네거리,3,127.266075,36.495644
563200490,37번교차로네거리,3,127.267189,36.498013
563200498,35번교차로삼거리,3,127.269173,36.502197
563200499,36번교차로네거리,3,127.268188,36.500095
563200500,14번교차로네거리,2,127.265587,36.500904
563200502,13번교차로네거리,2,127.264572,36.498802
563200506,30번교차로네거리,2,127.261986,36.499634
563200509,SCU23012,20,127.249641,36.477978
563200556,SCU23012,20,127.250771,36.479698
563200637,2-61번네거리,,127.250542,36.480701
563200782,31번교차로네거리,2,127.260956,36.497494
563200850,65번교차로네거리,9,127.250419,36.502053
563200899,59번교차로네거리,10,127.256772,36.501223
563201106,3-4번삼거리,,127.273321,36.473885
563202278,159번교차로네거리,,127.296035,36.500486
563202341,64번교차로네거리,9,127.249607,36.500364
563202345,버스터미널출입구삼거리,,127.272987,36.468811
563202350,2-64번네거리,,127.259414,36.489603
563202353,2-69번 네거리,,127.262894,36.483639
563202354,2-70번 네거리,,127.264183,36.481747
563202360,2-66번네거리,,127.260893,36.487062
563202552,61번교차로삼거리,9,127.253589,36.501537
563202557,62번교차로삼거리,9,127.251613,36.501963
563202568,2-73번네거리,,127.26624,36.485252
563202569,2-71번삼거리,,127.269181,36.48086
563202578,SCU32023,63,127.28833,36.476292
563202646,샛골마을12단지네거리,,127.254181,36.492683
563202649,2-43번네거리,,127.25544,36.492523
563202655,2-38번네거리,,127.249076,36.49373
563202656,2-36번네거리,,127.248878,36.495903
563202658,2-37번네거리,,127.248955,36.49472
563202661,2-45번네거리,,127.255951,36.489017
563202664,2-46번네거리,,127.254745,36.48875
563202665,2-54번네거리,,127.256294,36.485184
563202666,2-49번네거리,,127.250572,36.487244
563202668,2-55번네거리,,127.257545,36.485687
563202669,2-52번네거리,,127.252403,36.48402
563202731,40번교차로삼거리,3,127.272092,36.502045
563202848,3-8번네거리,,127.271271,36.468727
563202874,2-75번네거리,,127.263973,36.488418
563202881,2-76번삼거리,,127.263088,36.490174
563203160,SCU32009,5,127.296455,36.479729
563203181,해들마을5단지정문네거리,,127.278618,36.472649
563203183,해들마을4단지정문네거리,,127.280464,36.471188
563203198,2-50번네거리,,127.250633,36.486317
563203366,2-48번네거리,,127.25161,36.487419
563203371,2-53번삼거리,,127.253204,36.48465
563203484,2-63번삼거리,,127.257698,36.483093
563203485,새뜸마을 9-12단지(금성백조),,127.257294,36.483669
563203492,SCU22014,20,127.253242,36.483131
563203515,2-77번네거리,,127.262726,36.491686
563203533,포스코더샵네거리,,127.250366,36.488869
563203786,2-40번(단),,127.251907,36.495647
563203788,가온마을6-9단지네거리,,127.248917,36.497334
563203789,가온마을7단지후문네거리,,127.249413,36.492237
563203813,3-14번(단),,127.280006,36.47155
563203818,가온마을7단지정문네거리,,127.250687,36.493488
563204302,2-51번(단),,127.250961,36.485332
563204303,SCU32008,7,127.298027,36.480373
563204722,2-44번(단),,127.252403,36.490746
563205429,2-41번(단),,127.252289,36.493019
563205433,SCU23009,20,127.253288,36.475193
563206680,롯데캐슬2번(단),,127.248159,36.485881
563300171,군청로삼거리(경찰서),81,127.295303,36.584942
563300195,연기사거리,82,127.277832,36.552711
563300197,연기공단사거리,82,127.279533,36.555698
563300239,번암사거리,80,127.292938,36.582771
563300519,평안로사거리,81,127.296349,36.586002
563300789,43번교차로삼거리,5,127.256607,36.5187
563300791,48번교차로네거리,5,127.255646,36.511822
563300792,49번교차로네거리,5,127.258697,36.512363
563300793,58번교차로네거리,10,127.257744,36.503301
563300915,15번교차로네거리,2,127.266561,36.503
563300921,16번교차로네거리,2,127.267558,36.505107
563300922,144번교차로네거리,3,127.268874,36.504701
563300924,28번교차로네거리,2,127.263968,36.503805
563300968,21번교차로삼거리,4,127.264211,36.518552
563300990,19번교차로네거리,4,127.266466,36.513777
563300991,25번교차로네거리,4,127.263077,36.513176
563300992,26번교차로네거리,4,127.263901,36.511097
563300996,23번교차로네거리,4,127.26207,36.518055
563301092,33번교차로네거리,2,127.263003,36.506509
563301117,32번교차로네거리,2,127.262522,36.504244
563301121,20번교차로네거리,4,127.265537,36.515984
563301139,158번교차로네거리,,127.279281,36.504651
563301147,24번교차로네거리,4,127.26255,36.516045
563301204,70번교차로네거리,8,127.249847,36.507584
563301206,73번교차로네거리,6,127.250145,36.511642
563301210,18번교차로삼거리,4,127.266823,36.511615
563301255,68번교차로네거리,9,127.249936,36.504986
563301256,53번교차로네거리,8,127.257797,36.507854
563301258,52번교차로네거리,8,127.256058,36.507362
563301418,79번교차로네거리,6,127.252426,36.519508
563301468,55번교차로네거리,10,127.258469,36.506634
563301495,86번교차로네거리,6,127.248238,36.51173
563301498,54번교차로네거리,8,127.259771,36.508318
563301515,80번교차로삼거리,6,127.250549,36.519432
563301530,81번교차로네거리,6,127.248795,36.519081
563301548,45번교차로삼거리,5,127.255867,36.516296
563301549,46번교차로삼거리,5,127.258087,36.516224
563301555,71번교차로삼거리,6,127.249851,36.508772
563303194,77번교차로네거리,6,127.251389,36.516331
563303196,78번교차로네거리,6,127.252197,36.517979
563303222,75번교차로네거리,6,127.250519,36.513824
563303256,145번교차로네거리,4,127.261688,36.512905
563303261,69번교차로네거리,9,127.249792,36.505946
563303265,67번교차로네거리,9,127.252361,36.504314
563303274,SCU12029,28,127.251709,36.511566
563303326,42번교차로(단),8,127.272774,36.506145
563303359,56번교차로삼거리,10,127.25861,36.505454
563303417,50번교차로삼거리,5,127.25625,36.509788
563303437,72번교차로삼거리,6,127.249893,36.509544
563303460,57번교차로(단),10,127.255178,36.503625
563303469,143번교차로삼거리,2,127.267845,36.506863
563303496,74번교차로(단),6,127.250252,36.51244
563303510,47번교차로네거리,5,127.255608,36.512474
563303532,44번교차로삼거리,5,127.256027,36.517033
563305347,76번교차로(단),6,127.25087,36.514977
563306779,66번교차로(단),9,127.250215,36.503372
563400039,홍대앞고속버스정류소앞,80,127.290726,36.621445
563400048,신흥사거리,80,127.291023,36.595219
563400192,고려대서창동문앞,80,127.293365,36.610279
563400241,서창역앞삼거리,80,127.290047,36.625603
563400257,욱일삼거리,80,127.289955,36.601925
563400374,죽림삼거리,81,127.299568,36.589325
563400391,침산길삼거리,80,127.290131,36.600739
563400745,월하교차로,80,127.292076,36.588547
563405010,세종여고교차로,80,127.28968,36.605717
564100034,강변아파트삼거리,6,127.373055,36.368195
564100099,우송정보대삼거리,43,127.447327,36.336487
564100100,허룡약국네거리,65,127.382637,36.336426
564100111,한밭중네거리,41,127.426079,36.336529
564100115,소제우체국(단),42,127.43885,36.336575
564100118,양지빌딩네거리,35,127.391052,36.33659
564100127,경성스포츠네거리,9,127.378059,36.336727
564100175,경성스포츠(단),9,127.377487,36.337189
564100182,우송정보대(단),43,127.447762,36.337238
564100185,대성여고삼거리,42,127.438011,36.337826
564100193,삼성네거리,41,127.42804,36.337418
564100200,양지빌딩네거리,35,127.392105,36.337406
564100202,목양초교삼거리,48,127.404457,36.337769
564100229,대덕소방서(단),45,127.428352,36.372959
564100275,괴정중앙성당(단),9,127.37648,36.338062
564100280,우송어학원(단),43,127.448227,36.338066
564100281,괴정약국네거리,65,127.384811,36.338131
564100307,중앙고교네거리,20,127.413986,36.338223
564100353,세천역삼거리,52,127.489685,36.338825
564100388,우송어학원삼거리,43,127.448776,36.339134
564100421,휴먼센터네거리,47,127.432793,36.339207
564100424,중촌PB(단),20,127.412636,36.339298
564100460,계룡공고삼거리,47,127.433709,36.339601
564100464,늘사랑어린이집삼거리,43,127.446075,36.339703
564100466,괴정고(단),65,127.378592,36.339789
564100479,백운초교네거리,65,127.387077,36.339916
564100497,서대전전화국네거리,65,127.382408,36.340118
564100506,세천초교(단),52,127.491791,36.340305
564100508,탄방주공네거리,35,127.395479,36.340044
564100514,중촌금성백조네거리,20,127.411652,36.340061
564100565,괴정중네거리,65,127.377534,36.340764
564100574,예쁜어린이집(단),43,127.447258,36.340923
564100579,용산초교네거리,72,127.396156,36.418793
564100593,현암지하차도삼거리,,127.428864,36.340946
564100621,세천초교(단),52,127.492294,36.34137
564100655,가양초교삼거리,47,127.442078,36.341812
564100681,가양PB삼거리,47,127.438408,36.341953
564100684,도산서원네거리,35,127.397727,36.341767
564100750,현암초교(단),,127.420891,36.342518
564100800,성남초교네거리,47,127.430714,36.343053
564100820,중촌초교(단),48,127.410652,36.343102
564100823,용화운수(단),35,127.399696,36.343277
564100827,세등선원네거리,35,127.391525,36.343414
564100837,한양유치원(단),50,127.387459,36.343327
564100865,한일신협본점네거리,47,127.442215,36.343739
564100910,성남고개삼거리,47,127.433868,36.344288
564100916,기아산업(단),47,127.443535,36.344376
564101033,한가람네거리,19,127.390198,36.345551
564101082,동산지하차도네거리,150,127.42281,36.346314
564101085,홍도PB삼거리,,127.427071,36.346161
564101155,탄방역삼거리,18,127.386711,36.346725
564101158,한가람(단),19,127.391678,36.346691
564101203,홍도지하보도삼거리,,127.422241,36.347157
564101209,동도초교네거리,41,127.413994,36.347141
564101218,가양(단),51,127.449928,36.347378
564101270,한가람정문(단),19,127.390205,36.347858
564101357,흥룡네거리,51,127.451294,36.348827
564101374,남선공원삼거리,19,127.398788,36.348984
564101378,공작네거리,19,127.395233,36.348984
564101382,공작네거리,19,127.3937,36.348995
564101394,녹원네거리,18,127.380783,36.349018
564101397,시청네거리,18,127.382957,36.349037
564101406,한남육교(단),150,127.417,36.349236
564101460,용전천주교(단),5,127.432167,36.349598
