SIGNAL_ID,CROSS_NM,SIGNAL_GROUP,SHAPE
cluster_564102796_564111158_564112865,표준연구소네거리,17,127.373787,36.385593
cluster_564102800_564111149,연구단지(단),61,127.376709,36.385675
cluster_564102804_564105683_564105684_564105685_564111146_564111147_564111148_564111150_564111151_564111152_564111153,연구단지네거리,61,127.378593,36.385674
cluster_564102881_564112385,회덕초교(단),24,127.420235,36.374466
cluster_564102898_564105665_564105666_564105667,전민네거리,164,127.404785,36.399643
cluster_564102953_564105604_564112620,읍내(단),24,127.424165,36.380505
cluster_564102983_564103178_564106408_564106464_564106465_564108753_564108754_564110729_564110731,북대전IC네거리,88,127.377891,36.416867
cluster_564103034_564110951_564111001_564111002,가양네거리,47,127.445808,36.345436
cluster_564103045_564108120,애경유지삼거리,24,127.414642,36.375866
cluster_564103093_564106511_564106512_564109959_564109960_564110027_564110423,동부소방서네거리,42,127.437469,36.338585
cluster_564103094_564110431,가양초교삼거리,47,127.442078,36.340775
cluster_564103115_564103116_564103117_564103149_564105669_564109270,화암네거리,16,127.375192,36.407442
cluster_564103160_564103230_564103231_564109283_564109313_564109314_564109315_564109316_564109317_564109398_564109546_564110830_564113059_564113065_564113155_564113157_564113158_564113159_564113160_564113163_564113165_564113257,삼성오거리,41,127.423454,36.342506
cluster_564103187_564103188_564103189_564103666_564106240_564106245_564106255_564106406_564106407_564106482_564106483_564106632_564108434_564109499_564110805_564111160_564111161_564111164_564111165_564111166_564111167_564111168,농수산오거리,5,127.405377,36.35677
cluster_564103196_564103409_564106414_564106415_564108688_564109141_564110901,중리네거리,5,127.432338,36.359045
cluster_564103244_564105744_564105745_564105746_564105747,송촌네거리,44,127.441978,36.363861
cluster_564103271_564105633_564105634,수자원공사네거리,23,127.423439,36.398338
cluster_564103299_564108750_564109888,신대차고지삼거리,23,127.425026,36.411079
cluster_564103328_564106519_564106520,산골삼거리,72,127.385399,36.418823
cluster_564103334_564106718_564106719,대전대동문삼거리,83,127.463562,36.336597
cluster_564103444_564111130_564111134_564111135,엑스포남문(단),7,127.387527,36.364841
cluster_564103648_564109282_564109301_564109342_564109347,한밭자이삼거리,41,127.425733,36.340889
cluster_564103734_564106321,전민삼성APT네거리,13,127.398903,36.399681
cluster_564103821_564105695,수정삼거리,7,127.395432,36.359955
cluster_564104310_564104336,해님(단),19,127.391953,36.355801
cluster_564104356_564104390,국화(단),19,127.398766,36.355782
cluster_564104598_564106526,세천치안센터(단),52,127.492973,36.343403
cluster_564105432_564109563,대동천삼거리,,127.430031,36.339886
cluster_564105490_564106595_564106596_564108440_564108441,동아공고네거리,43,127.448334,36.34203
cluster_564105513_564111014_564111038_564111039_564111040_564111041_564112987_564112988,삼성동성당네거리,60,127.421151,36.340676
cluster_564105648_564108171_564112447,장애인복지회관삼거리,23,127.422218,36.388096
cluster_564105679_564106369,유성소방서(단),61,127.378593,36.379585
cluster_564105833_564106121,테크노푸르지오(단),,127.397346,36.418365
cluster_564105892_564106630_564106631,햇님네거리,198,127.3902,36.355841
cluster_564106047_564112815,컨벤션센터후문네거리,,127.392117,36.375701
cluster_564106092_564108996,LG연구원삼거리,164,127.398605,36.390045
cluster_564106418_564109140,한남대후문(단),5,127.423424,36.358883
cluster_564106448_564106530_564106531_564106532_564110792,한빛대교삼거리,,127.414321,36.41022
cluster_564106457_564106540_564106541_564106542,원촌네거리,13,127.406708,36.380173
cluster_564106672_564106673_564106674,비래터널삼거리,51,127.459335,36.355286
cluster_564109290_564109291_564109355,홍도(단),41,127.41955,36.345377
cluster_564109584_564100965_564106625_564111838,남선공원네거리,12,127.402199,36.344723
cluster_564109672_564109673_564109674,홍도PB삼거리,,127.426567,36.346352
cluster_564109706_564111144,갑천(단),6,127.37307,36.364876
cluster_564110006_564110008,중촌지하차도삼거리,,127.407814,36.347832
cluster_564110647_564110648,우송대정례원(단),,127.443718,36.337276
cluster_564110873_564110874_564110877_564110878_564110879_564113423,한남대교삼거리,71,127.411135,36.345538
cluster_564110927_564110987_564111265_564111266_564111267_564111268_564113336,고속터미널(단),60,127.435545,36.348633
cluster_564111187_564111188_564111193,은하수네거리,1,127.3785,36.351295
cluster_564112791_564113086_564113087_564113088_564113089_564113133,보라매네거리,4,127.382706,36.357766
cluster_564112909_564112912_564112913_564112914_564112915_564112916_564112919_564112920,대동천교네거리,147,127.435432,36.338322
cluster_564113066_564113067_564113068_564113069,홍도육교(단),41,127.421593,36.343864
cluster_564113080_564113081_564113097_564113098_564113099_564113100,재뜰네거리,#4,127.395196,36.357672
cluster_564113082_564113083_564113108_564113109_564113110_564113111_564113112_564113113_564113114_564113115_564113116_564113117,모정네거리,#4,127.39023,36.35771
cluster_564113084_564113085_564113125_564113126,샘머리네거리,#4,127.386773,36.357721
cluster_564113092_564113093_564113142_564113143_564113144_564113145_564113146_564113147_564113148_564113149_564113150,갈마공원네거리,98,127.37437,36.357745
cluster_564113334_564113335,동부(단),60,127.439684,36.350155
cluster_564113352_564113353_564113354_564113355,한라주유소(단),41,127.411209,36.352024
cluster_564200046_564201612,아시아시멘트삼거리,,127.424022,36.426889
cluster_564200052_564201123_564201125_564204639_564204641,미래로네거리,14,127.386086,36.428421
cluster_564200123_564200126,송강프라자(단),94,127.387711,36.43502
cluster_564200153_564200738_564200739_564200741_564200742,박정형외과삼거리,46,127.429771,36.447445
cluster_564200220_564200754_564203646_564204617_564204618_564204625_564204627_564204628_564204629_564204630,들말네거리,14,127.395081,36.438648
cluster_564200228_564204220_564204223,덤바위삼거리,27,127.426651,36.438881
cluster_564200235_564204218_564204224_564204225_564204527_564204528_564205386_564205387,신탄나들목네거리,27,127.423363,36.439209
cluster_564200281_564201115_564201116_564201117_564201118_564204619_564204620_564204621_564204632_564204633_564204634_564204635,대덕산단네거리,14,127.400314,36.441719
cluster_564200321_564201094_564201095,덕암교네거리,27,127.425781,36.444069
cluster_564200327_564204593_564204604_564204605_564204607_564204608_564204609_564204610_564204611_564204612_564204613_564204614,대덕우체국네거리,14,127.40451,36.444889
cluster_564200557_564203866_564203867_564203868,용정초교네거리,126,127.43689,36.453709
cluster_564200634_564201134_564201135_564203109_564203110,관평네거리,88,127.38028,36.419861
cluster_564200660_564201373,동일스위트1단지네거리,46,127.42875,36.453608
cluster_564200682_564205327_564205328,신탄진네거리,46,127.428871,36.451118
cluster_564200699_564204557_564204564_564204565,용신교네거리,25,127.402748,36.427429
cluster_564200718_564200776_564203642_564203643_564204558_564204559_564204568_564204573_564204574_564204575_564204576_564203583_564203637,시알들네거리,25,127.405342,36.430321
cluster_564200720_564204579_564204580,씨알들삼거리,,127.409935,36.433361
cluster_564200728_564204561_564204578_564204636_564204637,장고개삼거리,25,127.407959,36.431938
cluster_564200729_564204583_564204586_564204587_564204588,장영실관삼거리,,127.413239,36.437283
cluster_564200732_564204585_564204598_564204599,을미기네거리,,127.409745,36.440364
cluster_564200921_564201333_564201334_564203765_564203766_564203768_564204875,석봉네거리,14,127.41935,36.448719
cluster_564201104_564201105,석봉(단),,127.428207,36.447388
cluster_564201216_564204560_564205349_564205351_564205352,장고개(단),25,127.406761,36.431049
cluster_564201249_564203545_564203546_564203547,바구니교차로네거리,99,127.38571,36.441402
cluster_564201574_564201575_564203860_564204767,용정초교네거리,126,127.437309,36.454025
cluster_564201629_564201595_564201593_564204812_564201592_564201594,상서교삼거리,27,127.418793,36.42284
cluster_564201636_564201637,구즉초교(단),,127.382223,36.439957
cluster_564203477_564205361_564205362_564205363,케이티엔지삼거리,97,127.427551,36.43774
cluster_564204642_564204643_564204649_564204650_564204647_564204648,북부여성가족원네거리,14,127.387688,36.431984
cluster_564204645_564204646_564204659_564204660_564204661_564204662_564204663_564204664,송강동네거리,14,127.388733,36.434067
cluster_564204653_564204655_564204665_564204666_564204667,신구교네거리,14,127.391579,36.436172
